PERIODO,MES,DIRECTORIO,SECUENCIA_P,ORDEN,INGLABO,P6500,P6800,RAMA2D_R4,RAMA4D_R4,OFICIO_C8,P6430,P6040,P3271,P3042,DPTO,AREA,CLASE
20240101,1,7656021,1,1,3560000.0,3560000.0,48,86,8610,1342,1,47,2,12.0,8,8.0,1
20240101,1,7656025,1,1,2500000.0,1250000.0,48,85,8530,2330,1,26,1,10.0,8,8.0,1
20240101,1,7656025,1,2,2800000.0,2800000.0,48,85,8530,2330,1,26,2,10.0,8,8.0,1
20240101,1,7657086,1,1,1300000.0,1300000.0,48,49,4921,8331,1,57,1,10.0,8,8.0,1
20240101,1,7657087,1,1,4000000.0,4000000.0,48,85,8543,2310,1,54,2,11.0,8,8.0,1
20240101,1,7657090,1,2,2200000.0,2200000.0,47,64,6412,4211,1,30,1,9.0,8,8.0,1
20240101,1,7657090,1,3,2300000.0,2300000.0,48,82,8220,4222,1,28,1,8.0,8,8.0,1
20240101,1,7657093,1,1,4000000.0,4000000.0,48,62,6201,1330,1,43,1,11.0,8,8.0,1
20240101,1,7657093,1,2,4000000.0,4000000.0,48,46,4661,1120,1,43,2,11.0,8,8.0,1
20240101,1,7657096,1,1,2400000.0,2400000.0,48,47,4711,1219,1,49,1,10.0,8,8.0,1
20240101,1,7657101,1,1,6000000.0,6000000.0,48,81,8121,2611,1,43,1,10.0,8,8.0,1
20240101,1,7657101,1,2,1100000.0,800000.0,20,85,8512,4226,1,41,2,10.0,8,8.0,1
20240101,1,7657102,1,2,5000000.0,5000000.0,48,62,6201,2512,1,44,2,10.0,8,8.0,1
20240101,1,7657105,1,1,5000000.0,5000000.0,48,71,7111,2166,1,35,1,10.0,8,8.0,1
20240101,1,7657106,1,3,2000000.0,2000000.0,48,25,2511,4321,1,26,1,10.0,8,8.0,1
20240101,1,7657110,1,2,450000.0,450000.0,48,56,5619,9112,1,52,1,10.0,8,8.0,1
20240101,1,7657111,1,1,2300000.0,2300000.0,48,82,8220,4222,1,33,1,5.0,8,8.0,1
20240101,1,7657115,1,3,2320000.0,2320000.0,48,31,3110,2511,1,24,1,10.0,8,8.0,1
20240101,1,7657117,1,2,1140000.0,900000.0,48,56,5619,5246,1,25,1,5.0,8,8.0,1
20240101,1,7657118,1,4,1200000.0,1200000.0,48,87,8730,5322,1,23,2,8.0,8,8.0,1
20240101,1,7657118,1,7,1200000.0,1200000.0,60,28,2815,8122,1,47,1,5.0,8,8.0,1
20240101,1,7657121,1,4,1160000.0,1160000.0,48,47,4719,9334,1,22,1,5.0,8,8.0,1
20240101,1,7657122,1,3,1200000.0,1200000.0,60,56,5611,5131,1,23,2,10.0,8,8.0,1
20240101,1,7657123,1,2,1880000.0,1800000.0,60,25,2599,7212,1,47,1,5.0,8,8.0,1
20240101,1,7657123,1,3,1120000.0,1000000.0,48,47,4721,9321,1,28,1,3.0,8,8.0,1
20240101,1,7657124,1,2,1300000.0,1100000.0,48,56,5611,5131,1,38,2,5.0,8,8.0,1
20240101,1,7657126,1,2,1200000.0,1200000.0,40,88,8891,5311,1,42,2,8.0,8,8.0,1
20240101,1,7657127,1,2,1300000.0,1300000.0,50,56,5619,9411,1,38,1,5.0,8,8.0,1
20240101,1,7657128,1,1,1160000.0,1160000.0,48,42,4290,5321,1,53,2,8.0,8,8.0,1
20240101,1,7657130,1,2,1000000.0,800000.0,40,56,5611,9412,1,36,2,5.0,8,8.0,1
20240101,1,7657130,1,3,1100000.0,900000.0,48,56,5611,9621,1,17,1,4.0,8,8.0,1
20240101,1,7657130,1,4,840000.0,840000.0,48,15,1521,9321,1,22,2,5.0,8,8.0,1
20240101,1,7657133,1,2,900000.0,900000.0,48,47,4773,9621,1,46,1,5.0,8,8.0,1
20240101,1,7657133,1,3,1160000.0,1160000.0,48,61,6120,3322,1,39,2,8.0,8,8.0,1
20240101,1,7657137,1,1,2100000.0,2100000.0,40,65,6523,2512,1,37,1,10.0,8,8.0,1
20240101,1,7657137,1,2,1800000.0,1800000.0,48,31,3110,3312,1,37,2,10.0,8,8.0,1
20240101,1,7657143,1,2,800000.0,800000.0,40,56,5619,5131,1,36,2,9.0,8,8.0,1
20240101,1,7657143,1,4,1450000.0,1450000.0,48,47,4773,5223,1,31,1,8.0,8,8.0,1
20240101,1,7657148,1,6,700000.0,700000.0,50,14,1410,8153,1,60,2,3.0,8,8.0,1
20240101,1,7657149,1,2,600000.0,600000.0,24,88,8891,9112,1,47,2,5.0,8,8.0,1
20240101,1,7657149,1,3,900000.0,900000.0,48,49,4923,9333,1,21,1,5.0,8,8.0,1
20240101,1,7657151,1,1,2000000.0,2000000.0,48,47,4741,3322,1,35,1,10.0,8,8.0,1
20240101,1,7657152,1,1,1500000.0,1500000.0,72,68,6820,5414,1,31,1,9.0,8,8.0,1
20240101,1,7657152,1,2,900000.0,900000.0,48,68,6820,1439,1,28,2,10.0,8,8.0,1
20240101,1,7657155,1,3,1450000.0,1200000.0,56,56,5611,5131,1,42,2,5.0,8,8.0,1
20240101,1,7657161,1,2,1160000.0,1160000.0,48,45,4530,8332,1,65,1,3.0,8,8.0,1
20240101,1,7657162,1,2,1500000.0,1500000.0,48,47,4752,3322,1,39,2,5.0,8,8.0,1
20240101,1,7657164,1,3,1160000.0,1160000.0,48,25,2592,7212,1,20,1,5.0,8,8.0,1
20240101,1,7657165,1,4,1200000.0,1200000.0,40,31,3110,7522,1,60,1,5.0,8,8.0,1
20240101,1,7657166,1,2,600000.0,600000.0,36,56,5619,5212,1,23,1,9.0,8,8.0,1
20240101,1,7657167,1,1,1600000.0,1600000.0,50,47,4752,5223,1,39,1,8.0,8,8.0,1
20240101,1,7657168,1,7,1160000.0,1160000.0,40,82,8220,4416,1,23,2,8.0,8,8.0,1
20240101,1,7657171,1,2,1360000.0,1360000.0,48,45,4530,5223,1,40,1,5.0,8,8.0,1
20240101,1,7657172,1,1,1080000.0,1080000.0,60,14,1410,8153,1,41,2,5.0,8,8.0,1
20240101,1,7657173,1,1,3850000.0,3500000.0,100,56,5619,1412,1,55,1,5.0,8,8.0,1
20240101,1,7657173,1,2,1900000.0,1500000.0,60,56,5619,1412,1,51,2,9.0,8,8.0,1
20240101,1,7657177,1,4,1160000.0,1160000.0,48,65,6523,5153,1,45,1,5.0,8,8.0,1
20240101,1,7657177,1,5,1500000.0,1500000.0,48,21,2100,7543,1,41,1,5.0,8,8.0,1
20240101,1,7657178,1,6,700000.0,700000.0,35,56,5619,5131,1,22,1,5.0,8,8.0,1
20240101,1,7657178,1,11,1200000.0,1200000.0,48,47,4772,5223,1,22,2,5.0,8,8.0,1
20240101,1,7657178,1,13,800000.0,800000.0,30,56,5630,5131,1,21,1,10.0,8,8.0,1
20240101,1,7657179,1,1,2500000.0,2500000.0,48,64,6412,3312,1,56,2,10.0,8,8.0,1
20240101,1,7657186,1,1,700000.0,700000.0,48,92,9200,9112,1,48,2,3.0,8,8.0,1
20240101,1,7657188,1,1,1710000.0,1160000.0,84,47,4711,5223,1,33,1,3.0,8,8.0,1
20240101,1,7657188,1,2,1690000.0,1160000.0,84,47,4711,5223,1,28,1,5.0,8,8.0,1
20240101,1,7657190,1,3,5000000.0,5000000.0,48,22,2229,2511,1,47,1,10.0,8,8.0,1
20240101,1,7657191,1,2,800000.0,800000.0,48,49,4921,5112,1,40,2,5.0,8,8.0,1
20240101,1,7657191,1,3,1700000.0,1700000.0,48,45,4520,7231,1,30,1,5.0,8,8.0,1
20240101,1,7657193,1,1,1500000.0,1500000.0,48,47,4719,9334,1,39,1,5.0,8,8.0,1
20240101,1,7657194,1,1,1500000.0,1500000.0,48,85,8530,1345,1,51,2,12.0,8,8.0,1
20240101,1,7657194,1,2,1160000.0,1160000.0,48,42,4210,8323,1,53,1,5.0,8,8.0,1
20240101,1,7657196,1,2,1160000.0,1160000.0,48,49,4921,8331,1,61,1,5.0,8,8.0,1
20240101,1,7657196,1,3,1160000.0,1160000.0,52,27,2720,7543,1,35,1,5.0,8,8.0,1
20240101,1,7657196,1,4,1160000.0,1160000.0,52,47,4719,5230,1,34,2,8.0,8,8.0,1
20240101,1,7657197,1,1,2200000.0,2200000.0,56,94,9491,2636,1,52,1,9.0,8,8.0,1
20240101,1,7657197,1,3,1160000.0,1160000.0,48,86,8610,2635,1,25,2,10.0,8,8.0,1
20240101,1,7657198,1,1,1160000.0,1160000.0,48,80,8010,5414,1,52,1,5.0,8,8.0,1
20240101,1,7657198,1,2,700000.0,700000.0,48,14,1410,8153,1,48,2,5.0,8,8.0,1
20240101,1,7657198,1,3,1160000.0,1160000.0,48,82,8220,4222,1,21,1,8.0,8,8.0,1
20240101,1,7657200,1,1,1160000.0,1160000.0,48,10,1089,8332,1,39,1,5.0,8,8.0,1
20240101,1,7657203,1,2,6000000.0,6000000.0,40,21,2100,1221,1,39,2,10.0,8,8.0,1
20240101,1,7657205,1,3,1800000.0,1800000.0,60,86,8610,2221,1,33,2,10.0,8,8.0,1
20240101,1,7657205,1,5,1700000.0,1700000.0,60,65,6511,5414,1,33,1,5.0,8,8.0,1
20240101,1,7657208,1,2,1500000.0,1500000.0,48,86,8691,3211,1,28,1,10.0,8,8.0,1
20240101,1,7657210,1,3,1160000.0,1160000.0,48,86,8621,9112,1,63,2,5.0,8,8.0,1
20240101,1,7657211,1,1,1850000.0,1850000.0,48,47,4773,3213,1,32,1,8.0,8,8.0,1
20240101,1,7657211,1,2,1700000.0,1700000.0,48,47,4773,3213,1,33,2,9.0,8,8.0,1
20240101,1,7657215,1,1,1000000.0,1000000.0,50,46,4659,5223,1,30,2,10.0,8,8.0,1
20240101,1,7657215,1,3,1160000.0,1160000.0,48,69,6920,4311,1,26,1,8.0,8,8.0,1
20240101,1,7657215,1,6,1200000.0,1200000.0,72,47,4752,8332,1,32,1,5.0,8,8.0,1
20240101,1,7657216,1,2,1200000.0,1200000.0,48,47,4774,5223,1,30,2,10.0,8,8.0,1
20240101,1,7657217,1,1,900000.0,700000.0,48,55,5511,5131,1,56,1,10.0,8,8.0,1
20240101,1,7657223,1,3,1400000.0,1400000.0,50,41,4111,9313,1,28,1,8.0,8,8.0,1
20240101,1,7657224,1,1,1160000.0,1160000.0,48,47,4729,9621,1,36,1,5.0,8,8.0,1
20240101,1,7657225,1,4,1160000.0,1160000.0,48,47,4773,5242,1,49,2,5.0,8,8.0,1
20240101,1,7657226,1,3,1500000.0,1500000.0,72,23,2310,3122,1,25,1,9.0,8,8.0,1
20240101,1,7657230,1,1,1160000.0,1160000.0,48,86,8692,5223,1,30,1,5.0,8,8.0,1
20240101,1,7657233,1,2,1160000.0,1160000.0,48,56,5629,3257,1,37,2,9.0,8,8.0,1
20240101,1,7657236,1,1,1400000.0,1400000.0,48,53,5320,9621,1,48,1,5.0,8,8.0,1
20240101,1,7657236,1,2,1280000.0,1280000.0,48,86,8610,5414,1,27,2,5.0,8,8.0,1
20240101,1,7657241,1,1,1160000.0,1160000.0,48,46,4645,4311,1,34,2,5.0,8,8.0,1
20240101,1,7657244,1,1,1300000.0,1300000.0,48,47,4719,9112,1,27,1,5.0,8,8.0,1
20240101,1,7657244,1,2,1600000.0,1600000.0,48,43,4321,7422,1,25,1,8.0,8,8.0,1
20240101,1,7657245,1,1,1700000.0,1700000.0,48,33,3312,7127,1,52,1,5.0,8,8.0,1
20240101,1,7657246,1,2,800000.0,800000.0,60,95,9512,7422,1,27,1,10.0,8,8.0,1
20240101,1,7657246,1,3,2000000.0,2000000.0,48,82,8220,4222,1,28,2,5.0,8,8.0,1
20240101,1,7657247,1,2,1400000.0,1400000.0,60,47,4719,9334,1,32,2,5.0,8,8.0,1
20240101,1,7657250,1,1,1400000.0,1400000.0,72,85,8544,5414,1,43,1,10.0,8,8.0,1
20240101,1,7657250,1,2,750000.0,750000.0,24,88,8891,5311,1,41,2,8.0,8,8.0,1
20240101,1,7657253,1,5,900000.0,900000.0,50,32,3290,7522,1,55,1,3.0,8,8.0,1
20240101,1,7657254,1,2,1200000.0,1200000.0,50,41,4111,9313,1,33,1,5.0,8,8.0,1
20240101,1,7657254,1,7,900000.0,900000.0,45,88,8899,3412,1,45,2,5.0,8,8.0,1
20240101,1,7657254,1,8,750000.0,750000.0,30,56,5619,9621,1,23,1,4.0,8,8.0,1
20240101,1,7657255,1,3,2000000.0,2000000.0,48,33,3314,2421,1,28,1,10.0,8,8.0,1
20240101,1,7657257,1,2,1160000.0,1160000.0,48,96,9603,4214,1,57,1,5.0,8,8.0,1
20240101,1,7657259,1,2,1500000.0,1500000.0,48,47,4773,3213,1,30,2,8.0,8,8.0,1
20240101,1,7657262,1,2,640000.0,640000.0,24,47,4719,5223,1,34,2,5.0,8,8.0,1
20240102,1,7661517,1,1,1160000.0,1160000.0,48,1,130,6113,1,61,1,3.0,8,8.0,1
20240102,1,7662651,1,1,1300000.0,1300000.0,48,10,1084,8332,1,60,1,3.0,8,8.0,1
20240102,1,7664831,1,1,1160000.0,1160000.0,48,84,8412,9112,1,49,2,3.0,8,8.0,1
20240102,1,7664833,1,1,2500000.0,2500000.0,48,55,5511,5151,1,33,1,10.0,8,8.0,1
20240102,1,7664834,1,2,1160000.0,1160000.0,48,45,4541,5223,1,45,2,8.0,8,8.0,1
20240102,1,7664834,1,3,1160000.0,1160000.0,48,47,4751,5223,1,23,1,10.0,8,8.0,1
20240102,1,7664834,1,4,3000000.0,3000000.0,48,82,8220,3341,1,22,2,10.0,8,8.0,1
20240102,1,7664838,1,1,1160000.0,1160000.0,48,66,6615,9621,1,50,1,5.0,8,8.0,1
20240102,1,7664838,1,2,2600000.0,2600000.0,48,86,8610,2264,1,53,2,11.0,8,8.0,1
20240102,1,7664842,1,1,1200000.0,1200000.0,48,45,4530,1420,1,58,2,8.0,8,8.0,1
20240102,1,7664843,1,2,1600000.0,1600000.0,48,45,4511,4312,1,46,2,9.0,8,8.0,1
20240102,1,7664845,1,2,1300000.0,1300000.0,40,81,8121,4110,1,57,2,5.0,8,8.0,1
20240102,1,7664850,1,1,2400000.0,2400000.0,60,28,2829,2144,1,24,1,10.0,8,8.0,1
20240102,1,7664851,1,1,,,30,85,8530,2341,1,60,2,10.0,8,8.0,1
20240102,1,7664861,1,3,2200000.0,2200000.0,42,47,4752,2431,1,28,2,10.0,8,8.0,1
20240102,1,7664861,1,4,4100000.0,4100000.0,40,49,4923,1324,1,25,2,10.0,8,8.0,1
20240102,1,7664862,1,1,17000000.0,17000000.0,48,62,6201,2511,1,36,1,12.0,8,8.0,1
20240102,1,7664863,1,2,1160000.0,1160000.0,48,24,2431,3323,1,48,1,10.0,8,8.0,1
20240102,1,7664863,1,3,3480000.0,3480000.0,48,68,6820,3334,1,33,2,10.0,8,8.0,1
20240102,1,7664864,1,1,4500000.0,4500000.0,48,35,3511,2634,1,27,2,12.0,8,8.0,1
20240102,1,7664867,1,3,2000000.0,2000000.0,48,47,4741,3511,1,35,2,9.0,8,8.0,1
20240102,1,7664873,1,1,2200000.0,1200000.0,84,47,4711,1420,1,24,1,5.0,8,8.0,1
20240102,1,7664873,1,2,700000.0,700000.0,56,47,4711,5223,1,34,2,8.0,8,8.0,1
20240102,1,7664875,1,3,1200000.0,900000.0,60,64,6499,4214,1,23,1,5.0,8,8.0,1
20240102,1,7664876,1,2,1800000.0,1800000.0,48,86,8622,2511,1,41,1,10.0,8,8.0,1
20240102,1,7664877,1,1,1300000.0,1300000.0,60,15,1511,7411,1,56,1,5.0,8,8.0,1
20240102,1,7664877,1,4,1500000.0,1500000.0,60,68,6820,5414,1,24,1,5.0,8,8.0,1
20240102,1,7664878,1,1,1500000.0,1500000.0,60,68,6820,5414,1,51,1,5.0,8,8.0,1
20240102,1,7664878,1,3,1300000.0,1300000.0,60,56,5611,3434,1,23,1,8.0,8,8.0,1
20240102,1,7664880,1,1,1200000.0,1200000.0,48,14,1410,8153,1,41,1,5.0,8,8.0,1
20240102,1,7664881,1,1,1200000.0,1200000.0,48,47,4771,5414,1,66,1,3.0,8,8.0,1
20240102,1,7664881,1,7,1200000.0,1200000.0,48,43,4322,7127,1,23,1,8.0,8,8.0,1
20240102,1,7664882,1,1,1160000.0,1160000.0,48,82,8292,4321,1,62,1,3.0,8,8.0,1
20240102,1,7664883,1,2,1160000.0,1160000.0,48,37,3700,4323,1,31,1,5.0,8,8.0,1
20240102,1,7664883,1,3,1160000.0,1160000.0,48,47,4754,4321,1,28,1,8.0,8,8.0,1
20240102,1,7664883,1,4,1160000.0,1160000.0,50,78,7820,4110,1,22,2,8.0,8,8.0,1
20240102,1,7664888,1,2,1160000.0,1160000.0,48,85,8530,5120,1,41,2,8.0,8,8.0,1
20240102,1,7664888,1,4,1160000.0,1160000.0,60,23,2310,3122,1,24,1,5.0,8,8.0,1
20240102,1,7664891,1,2,1160000.0,1160000.0,48,22,2229,8142,1,24,1,5.0,8,8.0,1
20240102,1,7664891,1,3,1500000.0,1500000.0,48,23,2310,3122,1,36,1,8.0,8,8.0,1
20240102,1,7664892,1,1,1380000.0,1160000.0,40,55,5511,9112,1,43,2,5.0,8,8.0,1
20240102,1,7664893,1,2,1600000.0,1600000.0,48,46,4643,1420,1,36,2,8.0,8,8.0,1
20240102,1,7664893,1,3,1400000.0,1400000.0,48,29,2910,5223,1,34,1,10.0,8,8.0,1
20240102,1,7664897,1,1,1300000.0,1300000.0,48,49,4923,8343,1,50,1,5.0,8,8.0,1
20240102,1,7664899,1,1,1800000.0,1800000.0,48,80,8010,5414,1,56,1,8.0,8,8.0,1
20240102,1,7664900,1,5,1800000.0,1800000.0,70,47,4773,1420,1,56,1,8.0,8,8.0,1
20240102,1,7664902,1,1,1160000.0,1160000.0,48,81,8121,9112,1,39,1,5.0,8,8.0,1
20240102,1,7664902,1,2,1160000.0,1160000.0,48,56,5611,5230,1,30,2,8.0,8,8.0,1
20240102,1,7664903,1,1,1000000.0,1000000.0,60,45,4520,7231,1,42,1,5.0,8,8.0,1
20240102,1,7664904,1,1,1900000.0,1900000.0,60,47,4771,1420,1,19,1,8.0,8,8.0,1
20240102,1,7664906,1,1,1550000.0,1400000.0,60,47,4711,8332,1,36,1,5.0,8,8.0,1
20240102,1,7664907,1,3,1050000.0,900000.0,48,10,1081,5131,1,24,2,5.0,8,8.0,1
20240102,1,7664911,1,1,1160000.0,1160000.0,48,85,8530,9112,1,54,2,3.0,8,8.0,1
20240102,1,7664912,1,1,1160000.0,1160000.0,48,36,3600,3359,1,33,1,8.0,8,8.0,1
20240102,1,7664912,1,2,1160000.0,1160000.0,48,47,4773,5329,1,29,2,8.0,8,8.0,1
20240102,1,7664913,1,1,1650000.0,1650000.0,48,52,5229,4323,1,36,1,8.0,8,8.0,1
20240102,1,7664913,1,2,1600000.0,1600000.0,48,46,4669,3343,1,36,2,10.0,8,8.0,1
20240102,1,7664914,1,1,1300000.0,1300000.0,48,81,8129,7544,1,43,1,8.0,8,8.0,1
20240102,1,7664917,1,2,1400000.0,1300000.0,47,10,1040,4110,1,33,2,10.0,8,8.0,1
20240102,1,7664919,1,3,1160000.0,1160000.0,48,41,4111,8342,1,24,1,8.0,8,8.0,1
20240102,1,7664923,1,1,1200000.0,1200000.0,50,47,4721,5223,1,26,2,4.0,8,8.0,1
20240102,1,7664923,1,2,1500000.0,1500000.0,50,47,4721,5223,1,31,1,5.0,8,8.0,1
20240102,1,7664927,1,1,1160000.0,1160000.0,48,47,4773,3213,1,45,2,8.0,8,8.0,1
20240102,1,7664930,1,3,1160000.0,1160000.0,48,82,8220,4222,1,20,1,5.0,8,8.0,1
20240102,1,7664932,1,1,1160000.0,1160000.0,48,47,4754,5223,1,31,1,5.0,8,8.0,1
20240102,1,7664933,1,1,1200000.0,1200000.0,48,47,4799,5243,1,56,1,5.0,8,8.0,1
20240102,1,7664938,1,1,1400000.0,1400000.0,48,47,4711,5414,1,22,1,5.0,8,8.0,1
20240102,1,7664939,1,1,2800000.0,2500000.0,120,49,4923,8332,1,59,1,5.0,8,8.0,1
20240102,1,7664940,1,2,1160000.0,1160000.0,48,47,4772,5223,1,27,2,5.0,8,8.0,1
20240102,1,7664941,1,2,1200000.0,1200000.0,48,36,3600,7126,1,47,1,5.0,8,8.0,1
20240102,1,7664943,1,1,1160000.0,1160000.0,48,52,5221,4323,1,40,1,8.0,8,8.0,1
20240102,1,7664946,1,4,2100000.0,1800000.0,48,33,3311,1212,1,36,1,10.0,8,8.0,1
20240102,1,7664947,1,2,1160000.0,1160000.0,48,80,8010,5414,1,46,1,4.0,8,8.0,1
20240102,1,7664949,1,1,1160000.0,1160000.0,48,47,4731,5223,1,23,1,5.0,8,8.0,1
20240102,1,7664952,1,1,2900000.0,2900000.0,48,25,2511,3341,1,49,1,10.0,8,8.0,1
20240102,1,7664952,1,3,1800000.0,1800000.0,48,35,3511,2521,1,22,1,10.0,8,8.0,1
20240102,1,7664953,1,3,1700000.0,1700000.0,48,47,4754,2166,1,30,1,5.0,8,8.0,1
20240102,1,7664957,1,1,1300000.0,1300000.0,48,53,5320,8332,1,61,1,5.0,8,8.0,1
20240102,1,7664957,1,4,1300000.0,1300000.0,48,45,4520,1439,1,27,1,5.0,8,8.0,1
20240102,1,7664959,1,1,1160000.0,1160000.0,50,43,4322,7126,1,25,1,5.0,8,8.0,1
20240102,1,7664963,1,1,1160000.0,1160000.0,48,86,8610,6113,1,31,1,4.0,8,8.0,1
20240102,1,7664963,1,2,1160000.0,1160000.0,48,85,8530,9112,1,34,2,3.0,8,8.0,1
20240102,1,7664965,1,4,3000000.0,3000000.0,48,82,8220,2423,1,30,2,11.0,8,8.0,1
20240102,1,7664966,1,1,4000000.0,4000000.0,48,61,6110,3522,1,42,1,10.0,8,8.0,1
20240102,1,7664966,1,2,3000000.0,3000000.0,48,61,6120,3341,1,39,2,10.0,8,8.0,1
20240102,1,7664967,1,1,2800000.0,2600000.0,48,33,3312,7119,1,41,1,10.0,8,8.0,1
20240102,1,7664967,1,2,1300000.0,1300000.0,48,47,4772,5223,1,38,2,5.0,8,8.0,1
20240102,1,7664968,1,3,1160000.0,1160000.0,48,82,8220,4222,1,30,1,10.0,8,8.0,1
20240102,1,7664970,1,1,1400000.0,1400000.0,60,45,4520,4225,1,58,1,5.0,8,8.0,1
20240102,1,7664970,1,2,1400000.0,1400000.0,60,45,4520,4110,1,55,2,5.0,8,8.0,1
20240102,1,7664971,1,2,2000000.0,2000000.0,48,86,8610,2264,1,33,2,10.0,8,8.0,1
20240102,1,7664974,1,2,1160000.0,1160000.0,48,92,9200,5230,1,29,2,5.0,8,8.0,1
20240102,1,7664975,1,1,1300000.0,1300000.0,48,93,9321,4110,1,33,2,8.0,8,8.0,1
20240102,1,7664975,1,2,1200000.0,1200000.0,48,69,6910,9112,1,38,1,5.0,8,8.0,1
20240102,1,7664980,1,1,800000.0,800000.0,40,64,6499,4214,1,23,1,5.0,8,8.0,1
20240102,1,7664981,1,3,1300000.0,1300000.0,48,47,4711,7112,1,35,1,10.0,8,8.0,1
20240102,1,7664981,1,8,1400000.0,1400000.0,48,42,4210,9313,1,30,1,5.0,8,8.0,1
20240102,1,7664982,1,3,1800000.0,1800000.0,48,43,4321,7412,1,32,1,9.0,8,8.0,1
20240102,1,7664982,1,4,1300000.0,1300000.0,40,85,8512,2342,1,33,2,8.0,8,8.0,1
20240102,1,7664984,1,2,1160000.0,1160000.0,48,46,4663,5223,1,33,2,9.0,8,8.0,1
20240102,1,7664986,1,1,1160000.0,1160000.0,12,49,4923,4321,1,56,1,3.0,8,8.0,1
20240102,1,7664988,1,1,1160000.0,1160000.0,48,47,4771,5223,1,35,2,5.0,8,8.0,1
20240102,1,7664988,1,2,1160000.0,1160000.0,48,42,4210,8342,1,38,1,5.0,8,8.0,1
20240102,1,7664988,1,6,1160000.0,1160000.0,48,47,4711,5414,1,23,1,5.0,8,8.0,1
20240102,1,7664989,1,4,1160000.0,1160000.0,48,47,4711,4321,1,24,1,5.0,8,8.0,1
20240102,1,7664991,1,2,1160000.0,1160000.0,48,49,4921,4415,1,27,2,5.0,8,8.0,1
20240102,1,7664992,1,1,1500000.0,1500000.0,48,68,6820,5414,1,58,1,5.0,8,8.0,1
20240102,1,7664992,1,3,1160000.0,1160000.0,48,20,2021,9112,1,31,1,8.0,8,8.0,1
20240102,1,7664997,1,3,1500000.0,1500000.0,48,55,5511,4224,1,25,2,5.0,8,8.0,1
20240102,1,7664997,1,4,2800000.0,2800000.0,48,23,2394,2141,1,30,1,10.0,8,8.0,1
20240102,1,7664999,1,1,1700000.0,1600000.0,48,25,2592,4321,1,32,1,10.0,8,8.0,1
20240102,1,7664999,1,2,2000000.0,2000000.0,48,70,7020,2431,1,32,2,10.0,8,8.0,1
20240102,1,7665000,1,1,1160000.0,1160000.0,48,85,8552,5414,1,53,1,5.0,8,8.0,1
20240102,1,7665002,1,1,1160000.0,1160000.0,48,25,2512,7132,1,29,1,5.0,8,8.0,1
20240102,1,7665003,1,1,1200000.0,1200000.0,60,47,4771,5223,1,44,1,5.0,8,8.0,1
20240102,1,7665003,1,6,1300000.0,1300000.0,50,11,1104,5242,1,43,2,5.0,8,8.0,1
20240102,1,7665004,1,1,2000000.0,2000000.0,60,45,4520,7231,1,46,1,10.0,8,8.0,1
20240101,1,7668128,1,1,1921000.0,1921000.0,48,43,4330,7122,1,27,1,5.0,8,8.0,1
20240101,1,7668128,1,2,1160000.0,1160000.0,48,56,5619,9411,1,25,2,8.0,8,8.0,1
20240103,1,7669377,1,1,3000000.0,3000000.0,46,73,7310,2431,1,25,2,10.0,8,8.0,1
20240103,1,7669378,1,2,1500000.0,1500000.0,52,47,4761,5223,1,30,2,5.0,8,8.0,1
20240103,1,7669381,1,1,1160000.0,1160000.0,48,68,6820,9112,1,37,1,5.0,8,8.0,1
20240103,1,7669384,1,2,1160000.0,1160000.0,56,47,4771,4321,1,57,1,3.0,8,8.0,1
20240103,1,7669385,1,5,500000.0,500000.0,48,15,1522,9329,1,17,1,4.0,8,8.0,1
20240103,1,7669387,1,1,1200000.0,1200000.0,48,25,2511,7115,1,29,1,10.0,8,8.0,1
20240103,1,7669387,1,2,980000.0,800000.0,46,56,5611,5120,1,28,2,5.0,8,8.0,1
20240103,1,7669388,1,1,1500000.0,1500000.0,48,21,2100,8131,1,39,1,8.0,8,8.0,1
20240103,1,7669390,1,1,1100000.0,1100000.0,40,95,9512,7422,1,29,1,8.0,8,8.0,1
20240103,1,7671919,1,1,15000000.0,15000000.0,48,41,4111,1120,1,29,2,12.0,8,8.0,1
20240103,1,7671924,1,1,5000000.0,5000000.0,40,85,8560,1221,1,24,1,10.0,8,8.0,1
20240103,1,7671926,1,2,12000000.0,12000000.0,48,68,6820,2411,1,40,2,12.0,8,8.0,1
20240103,1,7671927,1,1,5000000.0,5000000.0,48,42,4210,2413,1,38,1,11.0,8,8.0,1
20240103,1,7671927,1,2,5000000.0,5000000.0,48,42,4210,2142,1,41,2,11.0,8,8.0,1
20240103,1,7671931,1,1,3500000.0,3500000.0,48,64,6412,3322,1,30,1,11.0,8,8.0,1
20240103,1,7671931,1,2,2500000.0,2500000.0,48,56,5611,1412,1,30,2,11.0,8,8.0,1
20240103,1,7671932,1,1,4800000.0,4800000.0,48,42,4210,2142,1,42,1,10.0,8,8.0,1
20240103,1,7671932,1,2,4000000.0,4000000.0,48,42,4210,2142,1,42,2,10.0,8,8.0,1
20240103,1,7671933,1,1,3500000.0,3500000.0,48,49,4923,3339,1,29,1,10.0,8,8.0,1
20240103,1,7671935,1,1,1800000.0,1800000.0,48,70,7020,2422,1,39,2,10.0,8,8.0,1
20240103,1,7671936,1,2,6000000.0,6000000.0,48,56,5611,1412,1,36,2,10.0,8,8.0,1
20240103,1,7671944,1,1,8000000.0,3000000.0,48,64,6499,3341,1,34,1,11.0,8,8.0,1
