PERIODO,MES,DIRECTORIO,SECUENCIA_P,ORDEN,INGLABO,P6500,P6800,RAMA2D_R4,RAMA4D_R4,OFICIO_C8,P6430,P6040,P3271,P3042,DPTO,AREA,CLASE
20240313,3,7736403,1,2,2600000.0,2600000.0,48,21,2100,2141,1,27,2,12.0,8,8.0,1
20240313,3,7736407,1,3,1300000.0,1300000.0,48,92,9200,9112,1,30,1,5.0,8,8.0,1
20240313,3,7739074,1,1,3000000.0,3000000.0,48,82,8220,4222,1,50,1,11.0,8,8.0,1
20240313,3,7739074,1,2,4300000.0,4300000.0,48,68,6820,1120,1,51,2,11.0,8,8.0,1
20240313,3,7739075,1,1,3500000.0,3500000.0,48,14,1410,3122,1,39,1,5.0,8,8.0,1
20240313,3,7739075,1,2,1300000.0,1300000.0,48,14,1410,4225,1,37,2,5.0,8,8.0,1
20240313,3,7739076,1,1,2500000.0,2500000.0,48,45,4512,3322,1,37,1,10.0,8,8.0,1
20240313,3,7739076,1,2,3300000.0,3300000.0,48,64,6412,3312,1,37,2,10.0,8,8.0,1
20240313,3,7739078,1,1,2060000.0,1460000.0,48,64,6412,5414,1,46,1,5.0,8,8.0,1
20240313,3,7739078,1,2,1860000.0,1460000.0,48,64,6412,9112,1,30,1,5.0,8,8.0,1
20240313,3,7739080,1,2,7000000.0,7000000.0,48,85,8544,2310,1,63,2,10.0,8,8.0,1
20240313,3,7739082,1,4,1800000.0,1800000.0,47,86,8621,4416,1,44,1,10.0,8,8.0,1
20240313,3,7739082,1,8,4000000.0,4000000.0,47,86,8621,2211,1,28,2,10.0,8,8.0,1
20240313,3,7739084,1,2,1500000.0,1500000.0,48,49,4921,8331,1,62,1,3.0,8,8.0,1
20240313,3,7739084,1,3,2800000.0,2800000.0,48,64,6412,2412,1,29,2,11.0,8,8.0,1
20240313,3,7739085,1,1,1500000.0,1500000.0,48,68,6820,5414,1,45,1,8.0,8,8.0,1
20240313,3,7739085,2,1,1300000.0,1300000.0,40,25,2592,1321,1,42,1,10.0,8,8.0,1
20240313,3,7739085,2,2,1300000.0,1300000.0,44,41,4111,3334,1,41,2,10.0,8,8.0,1
20240313,3,7739088,1,3,3100000.0,3100000.0,48,86,8621,2211,1,40,1,10.0,8,8.0,1
20240313,3,7739092,1,1,10000000.0,10000000.0,40,85,8544,4416,1,54,1,10.0,8,8.0,1
20240313,3,7739095,1,4,800000.0,800000.0,50,41,4111,9313,1,63,1,4.0,8,8.0,1
20240313,3,7739099,1,2,1000000.0,1000000.0,48,45,4530,7231,1,69,1,8.0,8,8.0,1
20240313,3,7739099,1,5,1300000.0,1300000.0,40,18,1811,2166,1,39,1,8.0,8,8.0,1
20240313,3,7739100,1,1,2000000.0,2000000.0,40,84,8412,4110,1,59,1,10.0,8,8.0,1
20240313,3,7739103,1,2,1300000.0,1300000.0,48,60,6010,5223,1,52,1,10.0,8,8.0,1
20240313,3,7739109,1,1,1800000.0,1800000.0,48,81,8121,1212,1,35,2,8.0,8,8.0,1
20240313,3,7739111,1,2,1460000.0,1460000.0,48,49,4923,4321,1,27,1,5.0,8,8.0,1
20240313,3,7739112,1,1,1300000.0,1300000.0,47,85,8541,9112,1,30,2,8.0,8,8.0,1
20240313,3,7739113,1,1,600000.0,600000.0,48,52,5224,9333,1,67,1,3.0,8,8.0,1
20240313,3,7739113,1,3,900000.0,900000.0,48,41,4112,9313,1,44,1,3.0,8,8.0,1
20240313,3,7739113,1,4,1200000.0,1200000.0,48,56,5630,2652,1,43,1,5.0,8,8.0,1
20240313,3,7739119,1,2,1300000.0,1300000.0,30,56,5611,3434,1,49,2,5.0,8,8.0,1
20240313,3,7739120,1,4,1300000.0,1300000.0,44,56,5611,5131,1,20,2,9.0,8,8.0,1
20240313,3,7739121,1,1,1300000.0,1300000.0,48,86,8610,9112,1,47,2,5.0,8,8.0,1
20240313,3,7739123,1,1,1465000.0,1465000.0,48,36,3600,5414,1,27,2,8.0,8,8.0,1
20240313,3,7739127,1,1,1400000.0,1400000.0,48,64,6499,1212,1,28,2,8.0,8,8.0,1
20240313,3,7739129,1,2,1680000.0,1500000.0,48,36,3600,9412,1,56,1,3.0,8,8.0,1
20240313,3,7739130,1,1,1300000.0,1300000.0,50,86,8621,9112,1,41,1,8.0,8,8.0,1
20240313,3,7739131,1,2,1200000.0,1200000.0,40,55,5511,5120,1,47,2,8.0,8,8.0,1
20240313,3,7739133,1,2,800000.0,800000.0,24,47,4771,5223,1,23,2,10.0,8,8.0,1
20240313,3,7739133,1,3,1460000.0,1460000.0,48,86,8691,4226,1,25,2,9.0,8,8.0,1
20240313,3,7739133,1,4,1460000.0,1460000.0,48,52,5229,8321,1,26,1,10.0,8,8.0,1
20240313,3,7739134,1,1,1300000.0,1300000.0,48,42,4290,7212,1,51,1,5.0,8,8.0,1
20240313,3,7739135,1,2,1300000.0,1300000.0,48,60,6010,4222,1,30,2,8.0,8,8.0,1
20240313,3,7739140,1,1,1300000.0,1300000.0,48,47,4759,4120,1,33,2,8.0,8,8.0,1
20240313,3,7739141,1,1,1300000.0,1300000.0,48,49,4921,8331,1,48,1,5.0,8,8.0,1
20240313,3,7739141,1,2,1300000.0,1300000.0,48,46,4645,4311,1,31,2,10.0,8,8.0,1
20240313,3,7739142,1,3,1300000.0,1300000.0,48,85,8544,5414,1,54,1,5.0,8,8.0,1
20240313,3,7739145,1,3,1230000.0,1000000.0,48,56,5611,5131,1,21,1,5.0,8,8.0,1
20240313,3,7739150,1,3,300000.0,300000.0,60,31,3110,7534,1,20,1,4.0,8,8.0,1
20240313,3,7739152,1,1,1460000.0,1460000.0,48,18,1811,7322,1,44,1,4.0,8,8.0,1
20240313,3,7739153,1,1,1800000.0,1800000.0,48,70,7020,4311,1,24,2,10.0,8,8.0,1
20240313,3,7739153,1,2,1400000.0,1400000.0,48,68,6820,5414,1,25,1,5.0,8,8.0,1
20240313,3,7739154,1,2,900000.0,900000.0,48,47,4719,5223,1,57,2,5.0,8,8.0,1
20240313,3,7739154,1,3,1300000.0,1300000.0,40,88,8891,5311,1,44,2,8.0,8,8.0,1
20240313,3,7739154,1,5,1300000.0,1300000.0,48,61,6110,4222,1,25,2,5.0,8,8.0,1
20240313,3,7739154,1,6,1300000.0,1300000.0,48,47,4773,5223,1,25,1,8.0,8,8.0,1
20240313,3,7739154,1,8,900000.0,900000.0,48,96,9602,5141,1,19,1,5.0,8,8.0,1
20240313,3,7739154,1,9,1000000.0,1000000.0,48,18,1811,8154,1,22,2,5.0,8,8.0,1
20240313,3,7739156,1,3,1300000.0,1300000.0,46,86,8621,5321,1,33,2,5.0,8,8.0,1
20240313,3,7739157,1,1,1800000.0,1800000.0,72,80,8010,5414,1,47,1,5.0,8,8.0,1
20240313,3,7739157,1,2,1700000.0,1700000.0,48,73,7320,4227,1,44,2,8.0,8,8.0,1
20240313,3,7739158,1,3,1600000.0,1600000.0,48,47,4731,5245,1,28,1,6.0,8,8.0,1
20240313,3,7739159,1,5,1300000.0,1300000.0,48,82,8220,4222,1,33,2,5.0,8,8.0,1
20240313,3,7739159,1,6,600000.0,600000.0,48,64,6499,4214,1,35,1,4.0,8,8.0,1
20240313,3,7739160,1,3,650000.0,650000.0,23,86,8622,2261,1,31,2,10.0,8,8.0,1
20240313,3,7739161,1,2,1200000.0,1200000.0,48,47,4772,9621,1,32,1,5.0,8,8.0,1
20240313,3,7739161,1,4,900000.0,900000.0,48,95,9522,7412,1,65,1,5.0,8,8.0,1
20240313,3,7739166,1,1,1300000.0,1300000.0,48,29,2930,7412,1,34,1,10.0,8,8.0,1
20240313,3,7739167,1,1,1300000.0,1300000.0,56,47,4721,5223,1,44,1,3.0,8,8.0,1
20240313,3,7739168,1,2,900000.0,900000.0,40,10,1081,7512,1,60,1,4.0,8,8.0,1
20240313,3,7739168,1,3,1800000.0,1800000.0,48,47,4773,5223,1,27,1,10.0,8,8.0,1
20240313,3,7739168,1,4,1300000.0,1300000.0,48,47,4773,5223,1,18,1,8.0,8,8.0,1
20240313,3,7739169,1,2,1300000.0,1300000.0,48,61,6110,8332,1,30,1,5.0,8,8.0,1
20240313,3,7739169,1,3,1300000.0,1300000.0,48,86,8699,5321,1,32,2,8.0,8,8.0,1
20240313,3,7739170,1,2,1300000.0,1300000.0,48,82,8220,4222,1,27,2,5.0,8,8.0,1
20240313,3,7739172,1,2,1800000.0,1800000.0,48,47,4754,3322,1,56,2,8.0,8,8.0,1
20240313,3,7739172,1,4,1300000.0,1300000.0,47,47,4774,3322,1,32,2,10.0,8,8.0,1
20240313,3,7739172,1,6,800000.0,800000.0,40,47,4754,9621,1,26,1,9.0,8,8.0,1
20240313,3,7739173,1,1,2500000.0,2500000.0,48,21,2100,8183,1,34,1,8.0,8,8.0,1
20240313,3,7739173,1,2,1300000.0,1300000.0,48,64,6499,4214,1,33,2,5.0,8,8.0,1
20240313,3,7739174,1,1,960000.0,960000.0,60,47,4771,5221,1,45,2,10.0,8,8.0,1
20240313,3,7739174,1,3,1300000.0,1300000.0,48,47,4731,5245,1,19,2,5.0,8,8.0,1
20240313,3,7739177,1,1,1600000.0,1600000.0,60,86,8610,5321,1,33,2,10.0,8,8.0,1
20240313,3,7739177,1,2,2500000.0,2500000.0,40,49,4921,2411,1,45,1,10.0,8,8.0,1
20240313,3,7739179,1,1,1400000.0,1400000.0,60,46,4631,7511,1,55,1,5.0,8,8.0,1
20240313,3,7739180,1,1,1800000.0,1800000.0,40,85,8530,2341,1,43,1,10.0,8,8.0,1
20240313,3,7739180,1,2,1500000.0,1500000.0,48,46,4644,4110,1,38,2,8.0,8,8.0,1
20240313,3,7739181,1,1,1800000.0,1800000.0,48,82,8220,1211,1,25,1,5.0,8,8.0,1
20240313,3,7739183,1,1,1800000.0,1800000.0,40,49,4923,8332,1,62,1,5.0,8,8.0,1
20240313,3,7739184,1,2,1465000.0,1465000.0,48,47,4769,5230,1,36,2,10.0,8,8.0,1
20240313,3,7739184,1,3,1400000.0,1400000.0,48,47,4773,5223,1,35,1,8.0,8,8.0,1
20240313,3,7739186,1,3,1300000.0,1300000.0,48,86,8621,4311,1,40,2,5.0,8,8.0,1
20240313,3,7739187,1,3,1460000.0,1460000.0,42,82,8220,4222,1,23,2,10.0,8,8.0,1
20240313,3,7739188,1,2,2700000.0,2700000.0,47,36,3600,4110,1,36,2,10.0,8,8.0,1
20240313,3,7739193,1,2,1300000.0,1300000.0,48,49,4923,9621,1,46,1,5.0,8,8.0,1
20240313,3,7739194,1,3,1700000.0,1700000.0,47,84,8412,5414,1,47,1,5.0,8,8.0,1
20240313,3,7739195,1,3,1600000.0,1600000.0,48,52,5222,5414,1,40,1,8.0,8,8.0,1
20240313,3,7739196,1,2,800000.0,800000.0,48,41,4111,7112,1,49,1,3.0,8,8.0,1
20240313,3,7739196,1,9,700000.0,700000.0,48,49,4923,9333,1,33,1,5.0,8,8.0,1
20240313,3,7739199,1,1,2300000.0,2300000.0,38,85,8530,2330,1,40,1,10.0,8,8.0,1
20240313,3,7739200,1,1,2000000.0,2000000.0,48,85,8530,5151,1,45,1,8.0,8,8.0,1
20240313,3,7739202,1,1,1300000.0,1300000.0,48,47,4754,3322,1,39,1,8.0,8,8.0,1
20240313,3,7739202,1,3,1300000.0,1300000.0,48,47,4789,3322,1,21,1,10.0,8,8.0,1
20240313,3,7739204,1,3,1300000.0,1300000.0,48,33,3312,7233,1,48,1,5.0,8,8.0,1
20240313,3,7739207,1,1,1200000.0,1200000.0,40,96,9602,5230,1,45,2,10.0,8,8.0,1
20240313,3,7739207,1,2,600000.0,600000.0,40,56,5611,5131,1,18,1,8.0,8,8.0,1
20240313,3,7739207,1,3,1500000.0,1500000.0,48,56,5619,5230,1,30,2,10.0,8,8.0,1
20240313,3,7739208,1,2,1300000.0,1300000.0,48,88,8891,5311,1,34,2,5.0,8,8.0,1
20240313,3,7739210,1,1,1500000.0,1500000.0,47,47,4754,5223,1,36,2,5.0,8,8.0,1
20240313,3,7739210,1,2,1500000.0,1500000.0,47,86,8610,4110,1,29,2,8.0,8,8.0,1
20240313,3,7739216,1,3,1800000.0,1800000.0,48,86,8610,2221,1,45,2,10.0,8,8.0,1
20240313,3,7739217,1,1,1400000.0,1400000.0,48,27,2740,7315,1,45,2,5.0,8,8.0,1
20240313,3,7739217,1,2,1300000.0,1300000.0,48,41,4111,9311,1,44,1,5.0,8,8.0,1
20240313,3,7739217,1,4,1600000.0,1600000.0,48,47,4771,5223,1,25,2,8.0,8,8.0,1
20240313,3,7739222,1,1,1300000.0,1300000.0,48,68,6820,2411,1,28,1,10.0,8,8.0,1
20240313,3,7739225,1,1,3000000.0,3000000.0,48,70,7020,2511,1,36,2,11.0,8,8.0,1
20240313,3,7739226,1,1,1300000.0,1300000.0,48,47,4751,5223,1,45,2,5.0,8,8.0,1
20240313,3,7739228,1,3,1450000.0,1300000.0,48,24,2410,8121,1,36,1,5.0,8,8.0,1
20240313,3,7742046,1,3,3600000.0,3600000.0,48,25,2511,1324,1,26,2,10.0,8,8.0,1
20240313,3,7742047,1,1,1300000.0,1300000.0,48,85,8530,7212,1,41,1,8.0,8,8.0,1
20240414,4,7742253,1,1,1500000.0,1500000.0,47,74,7410,8143,1,48,1,5.0,8,8.0,1
20240414,4,7742253,1,2,2300000.0,2300000.0,47,46,4659,2141,1,45,2,10.0,8,8.0,1
20240414,4,7742257,1,1,2500000.0,2500000.0,48,62,6201,2166,1,45,1,8.0,8,8.0,1
20240414,4,7742261,1,1,2000000.0,2000000.0,48,46,4663,5243,1,40,1,8.0,8,8.0,1
20240414,4,7742261,1,2,1500000.0,1500000.0,40,64,6412,4312,1,39,2,10.0,8,8.0,1
20240414,4,7742262,1,1,5200000.0,5200000.0,48,25,2511,5223,1,42,1,11.0,8,8.0,1
20240414,4,7742263,1,1,3650000.0,3500000.0,48,33,3311,1212,1,35,1,10.0,8,8.0,1
20240414,4,7742263,1,2,700000.0,700000.0,25,85,8512,2341,1,32,2,10.0,8,8.0,1
20240414,4,7742265,1,1,3000000.0,3000000.0,48,71,7112,2512,1,27,1,10.0,8,8.0,1
20240414,4,7742267,1,1,3000000.0,3000000.0,47,61,6120,3322,1,32,1,5.0,8,8.0,1
20240414,4,7742268,1,1,750000.0,600000.0,28,56,5611,9412,1,32,2,5.0,8,8.0,1
20240414,4,7742270,1,8,1420000.0,1300000.0,48,46,4665,9329,1,20,1,4.0,8,8.0,1
20240414,4,7742272,1,1,1050000.0,900000.0,84,56,5619,9412,1,39,2,3.0,8,8.0,1
20240414,4,7742277,1,1,600000.0,600000.0,40,47,4773,3213,1,39,2,10.0,8,8.0,1
20240414,4,7742278,1,1,1300000.0,1300000.0,48,92,9200,4212,1,24,2,5.0,8,8.0,1
20240414,4,7742278,1,2,900000.0,900000.0,60,47,4711,5223,1,33,1,5.0,8,8.0,1
20240414,4,7742280,1,1,1300000.0,1300000.0,48,53,5310,9621,1,36,1,5.0,8,8.0,1
20240414,4,7742280,1,2,1500000.0,1500000.0,48,64,6412,3312,1,36,2,8.0,8,8.0,1
20240414,4,7742281,1,1,1300000.0,1300000.0,48,45,4541,5223,1,32,2,10.0,8,8.0,1
20240414,4,7742281,1,2,1000000.0,1000000.0,60,41,4111,9313,1,32,1,5.0,8,8.0,1
20240414,4,7742284,1,1,360000.0,360000.0,15,86,8621,5329,1,21,2,8.0,8,8.0,1
20240414,4,7742285,1,1,1300000.0,1300000.0,48,21,2100,5242,1,42,2,8.0,8,8.0,1
20240414,4,7742286,1,1,1450000.0,1300000.0,48,53,5320,9621,1,36,2,5.0,8,8.0,1
20240414,4,7742288,1,1,1460000.0,1460000.0,40,68,6820,7112,1,46,1,5.0,8,8.0,1
20240414,4,7744820,1,2,2600000.0,2600000.0,54,69,6910,2611,1,27,2,11.0,8,8.0,1
20240414,4,7744820,1,3,,,48,61,6120,1420,1,36,2,12.0,8,8.0,1
20240414,4,7744821,1,1,1400000.0,1400000.0,47,46,4645,2433,1,44,2,9.0,8,8.0,1
20240414,4,7744821,1,2,1300000.0,1300000.0,47,82,8220,4222,1,20,1,8.0,8,8.0,1
20240414,4,7744822,1,1,4000000.0,4000000.0,47,49,4923,4223,1,64,1,10.0,8,8.0,1
20240414,4,7744825,1,1,2500000.0,2500000.0,48,82,8220,3341,1,26,2,8.0,8,8.0,1
20240414,4,7744825,1,2,2500000.0,2500000.0,42,82,8220,4222,1,22,1,11.0,8,8.0,1
20240414,4,7744825,1,3,2500000.0,2500000.0,40,82,8220,4222,1,24,2,9.0,8,8.0,1
20240414,4,7744827,1,2,2200000.0,2200000.0,48,82,8220,4222,1,27,2,10.0,8,8.0,1
20240414,4,7744828,1,2,2300000.0,2300000.0,48,47,4711,3323,1,35,2,10.0,8,8.0,1
20240414,4,7744828,1,3,2100000.0,2100000.0,48,85,8551,1345,1,35,2,10.0,8,8.0,1
20240414,4,7744829,1,1,2400000.0,2400000.0,48,45,4520,3313,1,51,2,10.0,8,8.0,1
20240414,4,7744831,1,1,8000000.0,8000000.0,50,86,8621,2221,1,41,1,11.0,8,8.0,1
20240414,4,7744836,1,2,900000.0,800000.0,40,55,5511,9412,1,43,2,8.0,8,8.0,1
20240414,4,7744838,1,2,2000000.0,2000000.0,48,86,8610,2240,1,44,1,10.0,8,8.0,1
20240414,4,7744839,1,1,2400000.0,2400000.0,48,35,3511,9333,1,38,1,5.0,8,8.0,1
20240414,4,7744840,1,1,750000.0,750000.0,24,88,8891,5311,1,48,2,8.0,8,8.0,1
20240414,4,7744845,1,1,2800000.0,2800000.0,48,65,6523,1212,1,35,1,10.0,8,8.0,1
20240414,4,7744845,1,2,2500000.0,2500000.0,48,42,4210,2142,1,35,2,10.0,8,8.0,1
20240414,4,7744848,1,1,4500000.0,4500000.0,44,1,145,1221,1,58,1,10.0,8,8.0,1
20240414,4,7744848,1,3,1500000.0,1500000.0,40,94,9499,1344,1,28,2,10.0,8,8.0,1
20240414,4,7744852,1,3,1300000.0,1300000.0,48,60,6010,2656,1,49,1,10.0,8,8.0,1
20240414,4,7744857,1,1,650000.0,200000.0,60,47,4711,5221,1,47,1,10.0,8,8.0,1
20240414,4,7744860,1,3,1460000.0,1460000.0,48,26,2630,7422,1,28,1,9.0,8,8.0,1
20240414,4,7744861,1,2,1300000.0,1300000.0,50,42,4210,3113,1,26,1,9.0,8,8.0,1
20240414,4,7744862,1,1,1300000.0,1300000.0,44,84,8412,9112,1,36,2,5.0,8,8.0,1
20240414,4,7744865,1,1,1300000.0,1300000.0,47,68,6820,9112,1,47,2,5.0,8,8.0,1
20240414,4,7744866,1,3,800000.0,800000.0,48,41,4112,9313,1,44,1,5.0,8,8.0,1
20240414,4,7744866,1,4,1300000.0,1300000.0,48,47,4719,5223,1,38,1,5.0,8,8.0,1
20240414,4,7744868,1,4,1500000.0,1500000.0,48,47,4711,5230,1,34,2,5.0,8,8.0,1
20240414,4,7744871,1,2,1200000.0,1200000.0,48,31,3110,7115,1,49,1,5.0,8,8.0,1
20240414,4,7744871,1,3,1300000.0,1300000.0,48,58,5820,4110,1,35,2,5.0,8,8.0,1
20240414,4,7744872,1,3,1650000.0,1650000.0,48,21,2100,4415,1,28,2,8.0,8,8.0,1
20240414,4,7744874,1,3,800000.0,800000.0,50,64,6499,4214,1,23,1,5.0,8,8.0,1
20240414,4,7744875,1,3,300000.0,300000.0,24,14,1410,8153,1,31,2,8.0,8,8.0,1
20240414,4,7744878,1,1,1500000.0,1500000.0,48,56,5611,9411,1,59,2,3.0,8,8.0,1
20240414,4,7744878,1,2,900000.0,900000.0,48,52,5221,9122,1,33,1,5.0,8,8.0,1
20240414,4,7744881,1,1,1300000.0,1300000.0,48,68,6820,4110,1,39,2,8.0,8,8.0,1
20240414,4,7744883,1,1,1000000.0,1000000.0,42,45,4520,7132,1,60,1,3.0,8,8.0,1
20240414,4,7744883,1,2,1200000.0,1200000.0,48,88,8899,5311,1,59,2,8.0,8,8.0,1
20240414,4,7744885,1,1,1860000.0,1860000.0,48,20,2023,1221,1,40,1,9.0,8,8.0,1
20240414,4,7744885,1,2,1800000.0,1800000.0,48,46,4669,5223,1,33,2,10.0,8,8.0,1
20240414,4,7744889,1,5,2000000.0,2000000.0,47,35,3514,2151,1,23,1,10.0,8,8.0,1
20240414,4,7744889,1,6,1500000.0,800000.0,84,47,4711,9334,1,20,1,5.0,8,8.0,1
20240414,4,7744891,1,1,1300000.0,1300000.0,48,43,4321,7126,1,32,1,5.0,8,8.0,1
20240414,4,7744892,1,1,2600000.0,2600000.0,40,47,4755,3341,1,52,1,10.0,8,8.0,1
20240414,4,7744892,1,2,3000000.0,3000000.0,40,64,6412,3312,1,25,2,11.0,8,8.0,1
20240414,4,7744893,1,2,1300000.0,1300000.0,48,64,6412,3322,1,28,1,9.0,8,8.0,1
20240414,4,7744894,1,2,1300000.0,1300000.0,48,86,8610,5321,1,33,1,8.0,8,8.0,1
20240414,4,7744901,1,2,1300000.0,1300000.0,47,82,8220,4222,1,20,2,10.0,8,8.0,1
20240414,4,7744902,1,1,1100000.0,1100000.0,50,41,4112,9313,1,31,1,3.0,8,8.0,1
20240414,4,7744903,1,2,1200000.0,1200000.0,47,75,7500,2250,1,31,2,10.0,8,8.0,1
20240414,4,7744904,1,2,710000.0,600000.0,49,56,5611,5131,1,33,2,8.0,8,8.0,1
20240414,4,7744911,1,3,1465000.0,1465000.0,47,85,8511,5311,1,44,2,10.0,8,8.0,1
20240414,4,7744911,1,7,1800000.0,1800000.0,48,41,4111,2142,1,37,2,8.0,8,8.0,1
20240414,4,7744911,1,8,1300000.0,1300000.0,40,68,6820,9112,1,45,1,8.0,8,8.0,1
20240414,4,7744912,1,1,1300000.0,1300000.0,60,86,8610,9112,1,43,2,4.0,8,8.0,1
20240414,4,7744912,1,3,1200000.0,1200000.0,48,74,7410,5223,1,21,2,8.0,8,8.0,1
20240414,4,7744915,1,1,1260000.0,900000.0,56,47,4711,5223,1,75,1,5.0,8,8.0,1
20240414,4,7744916,1,1,320000.0,320000.0,10,93,9312,3422,1,22,1,10.0,8,8.0,1
20240414,4,7744917,1,1,1500000.0,1500000.0,48,49,4923,8332,1,50,1,5.0,8,8.0,1
20240414,4,7744919,1,1,2000000.0,2000000.0,60,25,2511,7212,1,53,1,8.0,8,8.0,1
20240414,4,7744919,1,3,800000.0,800000.0,40,68,6810,4110,1,22,1,10.0,8,8.0,1
20240414,4,7744922,1,2,1900000.0,1400000.0,48,71,7112,4110,1,39,2,8.0,8,8.0,1
20240414,4,7744923,1,1,1300000.0,1300000.0,60,93,9311,9112,1,38,1,5.0,8,8.0,1
20240414,4,7744923,1,2,1900000.0,1300000.0,40,85,8530,2341,1,25,2,9.0,8,8.0,1
20240414,4,7744924,1,1,1300000.0,1300000.0,48,43,4321,7411,1,29,1,5.0,8,8.0,1
20240414,4,7744926,1,1,1300000.0,1300000.0,48,86,8622,2261,1,29,2,10.0,8,8.0,1
20240414,4,7744926,1,2,1300000.0,1300000.0,48,45,4530,5223,1,34,1,10.0,8,8.0,1
20240414,4,7744928,1,1,4600000.0,4600000.0,48,52,5222,4323,1,43,1,8.0,8,8.0,1
20240414,4,7744928,1,2,1460000.0,1460000.0,47,45,4530,4311,1,41,2,8.0,8,8.0,1
20240414,4,7744929,1,1,2000000.0,2000000.0,48,47,4759,5223,1,37,2,5.0,8,8.0,1
20240414,4,7744930,1,1,1300000.0,1300000.0,48,86,8610,2264,1,36,2,10.0,8,8.0,1
20240414,4,7744934,1,1,1600000.0,1600000.0,48,46,4644,4321,1,28,1,10.0,8,8.0,1
20240414,4,7744937,1,2,1300000.0,1000000.0,40,56,5611,5120,1,48,2,5.0,8,8.0,1
20240414,4,7744939,1,1,,,40,14,1410,7531,1,40,1,5.0,8,8.0,1
20240414,4,7744940,1,2,400000.0,400000.0,70,47,4711,5223,1,33,2,8.0,8,8.0,1
20240414,4,7744941,1,1,1400000.0,1400000.0,48,46,4664,2263,1,40,2,9.0,8,8.0,1
20240414,4,7744943,1,1,6600000.0,5400000.0,35,85,8544,2310,1,34,1,12.0,8,8.0,1
20240414,4,7744943,1,2,3200000.0,3200000.0,35,85,8544,2310,1,32,2,12.0,8,8.0,1
20240414,4,7744948,1,2,300000.0,300000.0,48,85,8530,9112,1,32,1,10.0,8,8.0,1
20240414,4,7744955,1,1,500000.0,500000.0,24,93,9319,3422,1,55,1,5.0,8,8.0,1
20240414,4,7744956,1,3,1300000.0,1300000.0,47,68,6820,5414,1,50,1,10.0,8,8.0,1
20240414,4,7744957,1,1,1300000.0,1300000.0,47,1,145,7511,1,57,1,8.0,8,8.0,1
20240414,4,7744957,1,3,1300000.0,1300000.0,47,47,4775,5249,1,29,1,8.0,8,8.0,1
20240414,4,7744959,1,2,1600000.0,1600000.0,52,49,4921,8323,1,37,1,3.0,8,8.0,1
20240414,4,7744961,1,1,1780000.0,1500000.0,54,10,1081,7512,1,36,1,5.0,8,8.0,1
20240414,4,7744962,1,3,1450000.0,1450000.0,60,80,8010,5414,1,23,1,4.0,8,8.0,1
20240414,4,7744967,1,2,870000.0,870000.0,42,47,4752,9333,1,25,1,3.0,8,8.0,1
20240414,4,7744968,1,1,1300000.0,1300000.0,48,45,4520,7231,1,34,1,4.0,8,8.0,1
20240414,4,7744970,1,1,1800000.0,1800000.0,48,49,4923,7531,1,41,1,3.0,8,8.0,1
20240414,4,7744970,1,3,1300000.0,1300000.0,48,49,4923,2411,1,27,2,10.0,8,8.0,1
20240414,4,7744971,1,1,2500000.0,2500000.0,48,23,2310,4110,1,34,2,10.0,8,8.0,1
20240415,4,7749853,1,2,2000000.0,2000000.0,48,86,8621,2211,1,40,2,10.0,8,8.0,1
20240415,4,7749855,1,1,3100000.0,3100000.0,40,82,8220,4222,1,25,2,5.0,8,8.0,1
20240415,4,7749855,1,2,4500000.0,4500000.0,48,82,8220,1212,1,33,2,10.0,8,8.0,1
20240415,4,7749858,1,2,1700000.0,1300000.0,40,49,4921,5112,1,57,2,8.0,8,8.0,1
20240415,4,7749858,1,3,2400000.0,2400000.0,48,82,8220,4222,1,29,1,10.0,8,8.0,1
20240415,4,7749860,1,1,3800000.0,3800000.0,48,42,4290,3123,1,33,2,10.0,8,8.0,1
20240415,4,7749861,1,4,1000000.0,1000000.0,48,45,4520,4110,1,27,2,8.0,8,8.0,1
20240415,4,7749862,1,1,4900000.0,4900000.0,48,99,9900,8323,1,42,1,5.0,8,8.0,1
20240415,4,7749864,1,4,1300000.0,1300000.0,48,64,6494,3312,1,33,2,10.0,8,8.0,1
20240415,4,7749864,1,5,1400000.0,1400000.0,24,85,8544,2634,1,39,1,10.0,8,8.0,1
20240415,4,7749865,1,1,1300000.0,1300000.0,90,10,1089,8332,1,42,1,5.0,8,8.0,1
20240415,4,7749869,1,2,5200000.0,5200000.0,48,52,5229,3341,1,30,1,10.0,8,8.0,1
20240415,4,7749873,1,1,6000000.0,6000000.0,40,20,2023,3122,1,51,1,10.0,8,8.0,1
20240415,4,7749873,1,2,6000000.0,6000000.0,40,20,2023,3122,1,40,1,8.0,8,8.0,1
20240415,4,7749875,1,3,2300000.0,2300000.0,48,82,8220,4222,1,22,2,8.0,8,8.0,1
20240415,4,7749876,1,2,1460000.0,1460000.0,60,47,4773,5243,1,46,2,10.0,8,8.0,1
20240415,4,7749878,1,3,2100000.0,2100000.0,48,47,4773,5223,1,55,2,9.0,8,8.0,1
20240415,4,7749880,1,2,6960000.0,6960000.0,45,68,6820,2512,1,27,1,10.0,8,8.0,1
20240415,4,7749880,1,3,1300000.0,1300000.0,47,82,8299,5223,1,26,1,10.0,8,8.0,1
20240415,4,7749882,1,1,1465000.0,1465000.0,48,86,8610,4416,1,38,2,10.0,8,8.0,1
20240415,4,7749885,1,2,1600000.0,1600000.0,48,52,5222,8332,1,60,1,4.0,8,8.0,1
