"","directorio","secuencia_p","orden","p3271","p6040","p6050","p6090","p6100","p3042","p3042s1","p3043","clase","mes","p6240","pet","p6426","p6500","p6510","p6510s1","p6510s2","p6590","p6590s1","p6600","p6600s1","p6610","p6610s1","p6620","p6620s1","p6585s1","p6585s1a1","p6585s1a2","p6585s2","p6585s2a1","p6585s2a2","p6585s3","p6585s3a1","p6585s3a2","p6585s4","p6585s4a1","p6585s4a2","p6545","p6545s1","p6545s2","p6580","p6580s1","p6580s2","p6630s1","p6630s1a1","p6630s2","p6630s2a1","p6630s3","p6630s3a1","p6630s4","p6630s4a1","p6630s6","p6630s6a1","p6750","p3073","p550","p6800","p6920","p7040","p7045","p7050","p7070","p7090","p7110","p7120","p7140s1","p7140s2","p7150","p7160","p6430","oc","p7350","p7422","p7422s1","des","fft","p7500s1","p7500s1a1","p7500s3","p7500s3a1","p7510s1","p7510s1a1","p7510s2","p7510s2a1","p7510s5","p7510s5a1","p7510s6","p7510s6a1","p7510s7","p7510s7a1","p7495","p7500s2","p7500s2a1","p7505","p7510s3","p7510s3a1","cclasnr2","cclasnr3","cclasnr4","cclasnr5","cclasnr6","cclasnr7","cclasnr8","cclasnr11","impa","isa","ie","imdi","iof1","iof2","iof3h","iof3i","iof6","impaes","isaes","iees","imdies","iof1es","iof3hes","iof6es","iof2es","iof3ies","ingtotob","ingtotes","ingtot","fex_c","dominio","ciudad_sinam","dpto","fex_dpto"
"3543",8132913,1,1,1,54,1,1,1,13,6,10,1,2,1,1,336,15000000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,14000000,2,0,2,0,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,16166666.667,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16166666.667,NA,16166666.667,51.188009167,"BARRANQUILLA","BARRANQUILLA","Atlántico",51.1880091666015
"3544",8132914,1,2,2,45,2,1,1,12,4,9,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,51.97907844,"BARRANQUILLA","BARRANQUILLA","Atlántico",51.979078439892
"3545",8132914,1,1,1,57,1,1,1,10,10,7,1,2,1,1,204,20000000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,NA,40,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2e+07,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+07,NA,2e+07,51.97907844,"BARRANQUILLA","BARRANQUILLA","Atlántico",51.979078439892
"3546",8132914,1,3,2,13,3,1,3,4,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.97907844,"BARRANQUILLA","BARRANQUILLA","Atlántico",51.979078439892
"3547",8132914,1,4,1,7,3,1,1,3,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.97907844,"BARRANQUILLA","BARRANQUILLA","Atlántico",51.979078439892
"3548",8132915,1,6,1,10,3,1,1,3,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.733445375,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.7334453754912
"3549",8132915,1,5,2,13,3,1,1,4,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.733445375,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.7334453754912
"3550",8132915,1,4,2,15,3,1,1,4,3,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,57.733445375,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.7334453754912
"3551",8132915,1,3,2,18,3,1,1,10,0,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,57.733445375,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.7334453754912
"3552",8132915,1,2,1,53,2,1,1,11,2,8,1,2,1,1,84,10500000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,9600000,2,0,2,0,2,0,2,0,NA,1,NA,46,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,980000,1,9500000,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,11300000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11300000,NA,11300000,57.733445375,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.7334453754912
"3553",8132915,1,1,2,54,1,1,1,11,2,8,1,2,1,1,120,9500000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,9000000,2,0,2,0,2,0,2,0,NA,1,NA,46,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,1,2500000,1,920000,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,10250000,0,0,NA,208333.33333,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10458333.333,NA,10458333.333,57.733445375,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.7334453754912
"3554",8132916,1,4,1,25,3,1,1,12,2,7,1,2,1,1,24,5000000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,5000000,2,0,1,2500000,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5625000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5625000,NA,5625000,65.742625368,"BARRANQUILLA","BARRANQUILLA","Atlántico",65.7426253678685
"3555",8132916,1,3,1,28,3,1,1,10,10,7,1,2,1,1,60,5500000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,4600000,2,0,1,2300000,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,460000,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6075000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6075000,NA,6075000,65.742625368,"BARRANQUILLA","BARRANQUILLA","Atlántico",65.7426253678685
"3556",8132916,1,2,1,33,3,1,1,10,10,7,1,2,1,1,120,5600000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,4600000,2,0,1,2300000,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,480000,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6175000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6175000,NA,6175000,65.742625368,"BARRANQUILLA","BARRANQUILLA","Atlántico",65.7426253678685
"3557",8132916,1,1,2,52,1,1,1,10,10,7,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,1,NA,0,NA,0,2,0,2,0,1,4000000,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,333333.33333,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,333333.33333,NA,333333.33333,65.742625368,"BARRANQUILLA","BARRANQUILLA","Atlántico",65.7426253678685
"3558",8132917,1,3,1,15,3,1,3,4,3,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,87.625571123,"BARRANQUILLA","BARRANQUILLA","Atlántico",87.6255711233954
"3559",8132917,1,2,2,37,2,1,3,8,4,5,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,87.625571123,"BARRANQUILLA","BARRANQUILLA","Atlántico",87.6255711233954
"3560",8132917,1,1,1,41,1,1,3,8,4,5,1,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600000,1,NA,40,2,2,NA,NA,0,2,NA,NA,1,1,1,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6e+05,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+05,NA,6e+05,87.625571123,"BARRANQUILLA","BARRANQUILLA","Atlántico",87.6255711233954
"3561",8132917,1,5,2,8,3,1,3,3,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.625571123,"BARRANQUILLA","BARRANQUILLA","Atlántico",87.6255711233954
"3562",8132917,1,4,2,11,3,1,3,4,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.625571123,"BARRANQUILLA","BARRANQUILLA","Atlántico",87.6255711233954
"3563",8132918,1,2,2,17,3,1,1,5,1,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1400000,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1400000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400000,NA,1400000,40.181382376,"BARRANQUILLA","BARRANQUILLA","Atlántico",40.1813823760631
"3564",8132918,1,1,2,51,1,1,1,11,2,8,1,2,1,1,60,13000000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,13000000,2,0,2,0,2,0,2,0,NA,1,NA,46,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,0,2,0,2,0,2,0,2,0,1,1300000,2,0,1,1,1400000,NA,NA,NA,0,0,0,0,0,0,0,0,14083333.333,0,0,NA,0,1400000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15483333.333,NA,15483333.333,40.181382376,"BARRANQUILLA","BARRANQUILLA","Atlántico",40.1813823760631
"3565",8132919,1,3,2,22,3,1,2,1,0,NA,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,40.114274677,"BARRANQUILLA","BARRANQUILLA","Atlántico",40.1142746767218
"3566",8132919,1,2,2,55,2,1,2,10,10,7,1,2,1,1,120,3500000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,3500000,1,1750000,1,3500000,2,0,2,0,NA,1,NA,40,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,350000,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4229166.6667,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4229166.6667,NA,4229166.6667,40.114274677,"BARRANQUILLA","BARRANQUILLA","Atlántico",40.1142746767218
"3567",8132919,1,1,1,64,1,1,2,5,2,2,1,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,40.114274677,"BARRANQUILLA","BARRANQUILLA","Atlántico",40.1142746767218
"3568",8132921,1,1,2,24,1,1,1,10,11,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,1,37000000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,3083333.3333,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3083333.3333,NA,3083333.3333,39.060294357,"BARRANQUILLA","BARRANQUILLA","Atlántico",39.0602943566293
"3569",8132922,1,2,2,62,2,1,1,5,2,2,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,45.120595962,"BARRANQUILLA","BARRANQUILLA","Atlántico",45.120595962143
"3570",8132922,1,1,1,73,1,1,1,5,2,2,1,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,NA,1,NA,0,NA,0,1,9600000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,8e+05,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,8e+05,45.120595962,"BARRANQUILLA","BARRANQUILLA","Atlántico",45.120595962143
"3571",8132923,1,2,2,55,2,1,1,9,6,6,1,2,1,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,1,NA,48,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6e+06,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+06,NA,6e+06,41.018723602,"BARRANQUILLA","BARRANQUILLA","Atlántico",41.0187236019482
"3572",8132923,1,1,1,57,1,1,1,5,2,2,1,2,1,1,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,1,NA,48,2,2,NA,NA,0,2,NA,NA,1,1,2,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6e+06,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+06,NA,6e+06,41.018723602,"BARRANQUILLA","BARRANQUILLA","Atlántico",41.0187236019482
"3573",8132924,1,4,2,50,10,1,1,5,2,2,1,2,1,1,8,1600000,2,0,NA,1,200000,1,200000,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,600000,2,0,2,0,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1650000,0,400000,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050000,NA,2050000,53.648088112,"BARRANQUILLA","BARRANQUILLA","Atlántico",53.6480881117656
"3574",8132924,1,2,2,43,2,1,1,11,2,8,1,2,1,1,240,4000000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,4000000,2,0,1,2000000,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4500000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500000,NA,4500000,53.648088112,"BARRANQUILLA","BARRANQUILLA","Atlántico",53.6480881117656
"3575",8132924,1,1,1,57,1,1,1,11,2,8,1,2,1,1,144,11000000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,11000000,1,5500000,1,5500000,2,0,2,0,NA,1,NA,40,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12833333.333,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12833333.333,NA,12833333.333,53.648088112,"BARRANQUILLA","BARRANQUILLA","Atlántico",53.6480881117656
"3576",8132924,1,3,2,14,3,1,1,4,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.648088112,"BARRANQUILLA","BARRANQUILLA","Atlántico",53.6480881117656
